37,52,66,121,1.000000
37,51,66,120,0.977107
37,51,66,120,0.984800
38,51,67,120,0.939874
39,51,68,120,0.911936
40,51,69,120,0.878430
41,51,70,120,0.881970
42,52,71,121,0.916115
44,53,73,122,0.904503
46,55,75,124,0.905247
54,60,83,128,0.819251
58,62,87,130,0.712906
62,64,91,133,0.616859
67,67,96,136,0.589178
75,70,105,141,0.586897
79,72,110,143,0.590580
83,74,114,146,0.594876
86,76,116,147,0.609373
89,78,118,148,0.635540
88,78,117,148,0.635751
86,77,115,147,0.625940
82,75,111,145,0.636388
72,68,101,138,0.740017
68,66,97,136,0.869571
64,64,93,133,0.912171
55,60,84,129,0.781122
51,59,80,128,0.779817
48,58,77,127,0.832048
44,56,73,126,0.868524
43,56,72,126,0.905380
43,57,72,127,0.907721
43,58,72,128,0.891776
43,58,72,128,0.888275
46,59,75,129,0.856637
49,60,78,130,0.814051
56,62,85,131,0.832309
60,62,89,131,0.914460
64,62,93,131,0.932697
74,62,102,128,0.869359
79,63,106,128,0.787766
84,64,111,128,0.769562
92,65,118,127,0.748267
95,66,120,126,0.732689
100,68,125,127,0.725135
102,69,127,127,0.728874
103,69,127,126,0.725964
95,65,118,121,0.718087
89,62,112,117,0.791419
81,60,104,114,0.750908
66,53,91,112,0.712170
60,51,85,110,0.690259
55,49,80,108,0.658486
50,47,75,107,0.671566
43,44,69,106,0.649305
40,42,67,106,0.703170
39,42,65,105,0.789047
38,41,64,105,0.815269
38,41,64,105,0.863762
38,42,64,106,0.844074
39,43,65,107,0.852693
41,44,67,107,0.850031
45,46,71,108,0.819251
51,48,77,110,0.749207
64,52,90,113,0.764708
70,53,96,115,0.821294
81,55,107,117,0.742168
85,57,111,119,0.733535
94,61,120,122,0.658769
98,63,123,123,0.658396
103,66,128,125,0.640693
110,69,135,128,0.567308
110,69,135,127,0.595588
101,63,127,123,0.620589
94,60,120,119,0.664665
77,52,101,109,0.725271
70,51,93,105,0.715659
64,48,87,102,0.634029
52,45,76,102,0.577278
49,43,73,99,0.608333
46,42,70,99,0.609926
45,42,69,99,0.607554
45,42,69,99,0.690680
45,42,69,99,0.667484
45,42,69,99,0.676323
45,42,69,99,0.677955
45,42,69,99,0.675793
45,43,69,100,0.675333
45,43,69,100,0.697693
45,44,69,101,0.691647
45,44,69,101,0.715194
45,44,69,101,0.716641
45,43,69,100,0.689007
41,39,65,97,0.636084
35,34,60,93,0.553080
29,35,46,75,0.452680
9,19,26,59,0.479007
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
