187,145,251,206,1.000000
185,146,249,207,0.915130
184,146,248,207,0.839940
182,145,246,206,0.852493
180,144,244,205,0.826411
178,143,242,204,0.823469
176,142,240,203,0.803111
175,141,239,202,0.825294
174,140,238,201,0.793784
171,140,232,198,0.812860
166,139,225,196,0.815245
156,136,216,194,0.790174
143,136,201,192,0.694425
125,135,183,191,0.600235
109,135,167,191,0.484048
100,136,157,191,0.501814
95,137,151,191,0.495391
93,138,149,192,0.492988
95,137,153,193,0.486842
103,136,163,194,0.479772
118,136,179,195,0.479157
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
126,136,179,187,0.456334
119,136,171,186,0.435357
111,136,162,185,0.456407
104,136,153,183,0.445325
97,136,146,183,0.406061
89,136,138,183,0.399729
86,136,136,184,0.329345
87,136,137,184,0.354493
90,133,146,186,0.410038
96,130,159,190,0.435422
108,129,173,191,0.444968
118,129,187,194,0.449603
125,128,200,198,0.462107
130,126,210,200,0.461980
129,125,212,202,0.447626
129,124,213,202,0.442534
129,124,211,200,0.453381
131,127,207,198,0.501646
123,131,181,187,0.505141
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
